Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX57,OUT049,1650.4867129696213
NCA30,OUT045,2840.3899043359124
FDO49,OUT013,909.2440940443048
FDL04,OUT019,-268.8306198900973
DRM48,OUT035,654.6568589209492
FDR16,OUT013,3422.851839688301
NCC19,OUT018,2742.3545626665145
NCE42,OUT045,3613.6150810085965
FDY24,OUT017,1129.2052728666604
FDH19,OUT049,2857.542303441587
FDJ46,OUT013,2787.3294722570863
FDN45,OUT010,1618.573182230728
FDY08,OUT035,2434.6373746529716
FDZ37,OUT035,1580.4019748925784
NCT30,OUT045,641.1029688998678
DRY23,OUT018,400.2272231808747
NCZ30,OUT018,1650.0438824580342
FDC44,OUT018,1556.2823978221422
FDB45,OUT035,1832.9835218915105
FDY04,OUT013,2641.209871508414
FDM27,OUT046,2512.2265375553106
FDZ43,OUT017,4067.572838065884
FDT39,OUT019,587.311013452083
NCC06,OUT019,51.20910290928441
FDL15,OUT027,3917.798969529089
FDL57,OUT017,4238.908870783955
FDU08,OUT046,1730.11139956025
FDK40,OUT017,4291.944230683352
FDQ12,OUT010,1771.5267387961794
FDS48,OUT017,2573.6309529941936
FDP09,OUT045,3264.955584427633
FDW21,OUT049,1727.1934440043842
FDY25,OUT035,2988.1997148287337
DRE13,OUT017,1480.264006517391
FDV43,OUT019,-1134.736511663621
FDD22,OUT045,1710.5206795730192
FDM46,OUT019,-455.18363364302786
NCO30,OUT010,1017.0565704002074
FDM25,OUT046,2875.9727396209782
NCN41,OUT049,2017.083097772891
FDU24,OUT045,1514.06542406886
FDZ50,OUT046,2985.3035564030433
FDP45,OUT013,4049.5761698701535
NCM54,OUT045,1908.7718950912677
FDW10,OUT019,865.1128669989994
FDP20,OUT017,2227.7975033530674
FDK32,OUT046,2580.976578401969
FDN52,OUT049,1490.3446749460709
FDM58,OUT045,1756.4977696820715
FDZ46,OUT027,3215.6911019076797
NCA18,OUT018,1564.3109581939643
FDD35,OUT046,2012.439768347671
NCK31,OUT035,878.20166038764
FDI40,OUT027,3072.022455678045
FDT50,OUT019,-341.798376783554
NCT06,OUT046,2653.4099918228603
FDT31,OUT035,3135.74430898852
FDT45,OUT049,921.7474254331755
FDT13,OUT045,2905.0775248966675
FDO50,OUT045,1390.3137932407408
NCU18,OUT010,326.16719263326377
NCR54,OUT049,3110.5030097225826
NCO18,OUT018,2516.439608287532
FDU09,OUT045,911.1338409412274
FDT13,OUT018,2690.149650528183
FDE09,OUT046,1945.7746956002084
NCK53,OUT019,-271.6682839235582
FDG45,OUT049,3520.793143277988
DRH15,OUT035,807.279645409988
FDO21,OUT019,1699.4502709090884
FDD14,OUT027,4300.635034007777
FDC09,OUT046,1833.6862520120194
FDH45,OUT027,2278.6949789520586
FDV32,OUT046,1198.9095308208343
FDG12,OUT035,2117.318020704115
FDS32,OUT013,2379.93382332474
NCL55,OUT018,3618.8557946963847
DRE01,OUT035,3872.4312425807148
DRE15,OUT049,1271.4897443950176
NCL42,OUT045,3792.60381669295
FDP31,OUT013,1157.2422235983104
FDN33,OUT018,1262.624855544098
FDZ59,OUT046,2775.9022691572172
FDE45,OUT010,1011.0565649015334
FDJ07,OUT013,1976.2916323232494
FDQ45,OUT018,2695.5901499832253
FDM33,OUT027,4901.618512123212
FDO15,OUT010,-575.6500035478239
FDM46,OUT013,1511.4934388605907
FDR03,OUT045,3264.3367682575918
FDY49,OUT018,2409.8578609390097
FDQ60,OUT045,1919.3765745805576
FDW10,OUT049,2839.1737027342606
FDO51,OUT049,898.6400115441065
FDJ40,OUT018,1472.8373194376327
FDS20,OUT018,2670.9817322609015
FDU45,OUT013,1880.9636313549563
FDV02,OUT035,2737.3933936688845
FDN09,OUT046,3887.648109040252
NCM55,OUT027,4352.304505562643
FDN23,OUT018,2094.4873591897776
FDY31,OUT010,507.71722141178907
FDW03,OUT010,-73.46393150035874
FDD14,OUT046,2940.985712993337
FDV23,OUT017,2158.0140466390003
DRI03,OUT045,2695.8866305035917
FDN13,OUT035,1659.132011505877
FDF45,OUT027,2555.1143751416967
FDU46,OUT035,1575.3563666512782
FDB57,OUT049,3682.367326099513
FDV12,OUT049,1748.773050019634
FDQ58,OUT013,2455.209787994376
NCA18,OUT017,1974.5384183833812
FDH52,OUT049,1105.4537937015266
FDM24,OUT018,2192.9706041332975
NCP43,OUT027,4273.471716052547
NCO18,OUT019,881.3709000040108
FDM32,OUT017,1605.0002451703185
NCL07,OUT017,725.0315579581656
FDK03,OUT013,4038.604371346155
FDP59,OUT017,1831.8965530163696
FDQ24,OUT049,4053.2572291344113
FDQ16,OUT018,1419.0144825701427
FDU44,OUT013,2706.863409663667
FDH28,OUT010,-1241.796917571919
FDV28,OUT019,-1316.6234845447907
FDM22,OUT045,863.0155797693151
FDR56,OUT046,3274.09466987857
FDV39,OUT049,3215.5240107888967
FDU37,OUT019,-558.2702243196982
FDQ11,OUT010,2268.260373019235
FDX02,OUT045,3410.6991710186267
NCS42,OUT018,1182.6261477849475
FDY57,OUT027,3006.4498449686653
FDB21,OUT049,3937.9027174393414
FDE28,OUT017,3782.7372187031433
FDQ55,OUT017,2074.6712671861314
FDA48,OUT049,3600.9518683312926
FDZ19,OUT045,2767.4144589001517
NCC43,OUT045,3893.7377144596685
NCV18,OUT046,1372.7689047676977
NCA42,OUT018,2231.090361034265
FDY45,OUT046,4100.452153004764
NCC30,OUT045,2737.47837369045
FDM57,OUT013,1460.3304955716594
FDL09,OUT010,765.966243343355
FDB09,OUT027,3506.636271254727
FDT44,OUT035,2048.320099494813
NCT06,OUT027,4037.7110220370523
FDX26,OUT049,2904.723481600231
FDK32,OUT013,2409.8852244459704
DRA12,OUT046,2290.43178569265
FDO46,OUT010,1158.1211773560935
FDE52,OUT013,1455.2270197407342
NCH42,OUT045,3560.235966682827
FDV08,OUT035,888.2523331057746
FDB47,OUT018,3040.3352257543593
FDC28,OUT010,-136.11431030285894
FDD22,OUT046,1880.250424941667
FDS07,OUT027,3349.081215348735
DRI13,OUT045,3301.5372978776286
FDG32,OUT018,3254.77315748643
FDU14,OUT017,4035.685469138378
FDD28,OUT019,-971.0265485167038
NCP41,OUT017,1894.1222859542177
FDS08,OUT049,2918.3815566882695
FDX47,OUT045,2525.0059566420096
FDC53,OUT019,-305.71244045319327
FDQ19,OUT035,4049.1023610340344
FDL14,OUT045,2469.246998286457
FDM33,OUT019,1520.1254123008548
FDA51,OUT045,1741.2889936078573
FDZ27,OUT018,489.77039054273337
FDT04,OUT046,652.365135156404
DRC13,OUT049,2063.421954054109
FDR16,OUT027,4856.791656096961
FDQ03,OUT027,5253.499723013389
FDE38,OUT035,2791.6968066021072
DRH23,OUT027,2368.765278352221
FDT11,OUT019,1152.5549170110753
FDD09,OUT035,3021.328391717543
FDR40,OUT045,1296.6655827134819
FDX07,OUT017,3154.0732581088087
FDR07,OUT035,1701.4355354085274
FDA51,OUT017,1964.5615058304102
FDT59,OUT019,1767.1363017683761
FDF20,OUT017,3294.8104850796226
FDR13,OUT045,1841.1377729499509
FDY26,OUT049,3381.926646737833
FDW04,OUT017,2239.3572988700616
FDK52,OUT017,3673.177369721234
FDN60,OUT049,2577.0806961498165
FDM09,OUT019,843.285663916351
FDP46,OUT049,1461.8950494243472
FDB50,OUT019,-649.1563643679983
NCQ29,OUT049,4138.627011275268
FDP16,OUT027,5295.068011944779
FDX33,OUT018,2311.141735406127
FDP07,OUT010,1223.1022939358372
FDN22,OUT046,4046.945792565559
FDF39,OUT049,4204.637834059104
FDS21,OUT017,1167.8410780873237
NCM42,OUT013,1698.6132337938761
FDK50,OUT019,709.947671729853
DRF13,OUT027,3734.3049705256562
FDH35,OUT018,2287.5866272958665
FDP60,OUT018,1327.8771946778725
DRJ49,OUT027,3475.8549739112204
NCT42,OUT019,442.6421602619812
FDE38,OUT049,2748.293793295117
FDI04,OUT049,3221.721688486781
NCH54,OUT045,2409.206440542068
FDT56,OUT049,1124.056449843425
DRD15,OUT018,3340.24472544172
FDV58,OUT013,3091.5802155628917
FDP21,OUT049,3091.177120613007
FDH05,OUT013,3724.436641174747
FDR10,OUT027,4018.784077546108
NCP06,OUT045,2266.7441774864856
FDF33,OUT049,2065.9879016605846
DRK37,OUT013,2991.67950097211
DRH49,OUT045,1225.9865690206643
FDT58,OUT013,2691.665486246289
FDD41,OUT018,1412.1230692938261
FDP40,OUT018,1522.2329202830297
FDM51,OUT027,3165.800083335358
FDO45,OUT010,-441.3692579490453
FDW33,OUT010,-192.17557796053006
FDY24,OUT045,936.2863549211761
FDB10,OUT010,1860.5166011767433
FDM40,OUT035,2313.366814470719
NCI06,OUT017,2985.646005222792
FDW12,OUT019,473.4768192220363
FDX48,OUT027,4000.4275295186526
NCW05,OUT027,3150.5149936045054
FDX27,OUT017,1646.321166866066
DRM37,OUT045,2994.8056317665323
FDA38,OUT045,3669.845919381958
FDR36,OUT046,825.9379294045793
FDZ45,OUT046,3203.316552154807
FDG05,OUT017,2674.807907741517
FDK28,OUT013,4099.211465160915
FDV47,OUT045,1323.1210913056275
FDN21,OUT045,2454.847431166316
FDP20,OUT027,3588.0401208669355
FDI35,OUT045,2800.6700625543453
DRY23,OUT013,579.5389397695835
FDA56,OUT017,2180.6519936193654
FDB09,OUT013,2060.0143566708284
NCO26,OUT027,3298.08561055045
FDQ49,OUT018,2229.2879511599313
FDI52,OUT027,3364.191380316115
FDZ44,OUT027,3396.2158000850322
FDZ09,OUT018,2290.587530762219
FDY03,OUT049,1933.799852132608
NCG42,OUT017,2119.804603425873
DRI13,OUT027,4845.041915815949
FDQ32,OUT013,2149.4276391911408
FDW16,OUT035,1582.1569492405106
FDU27,OUT046,888.5360223144235
FDR28,OUT010,728.0323292415269
FDQ49,OUT010,660.838226619846
FDS37,OUT046,1951.5569338600908
FDW26,OUT018,3194.824359544771
FDX12,OUT018,3593.4243272175227
NCP06,OUT013,2393.9164398115536
FDW45,OUT010,411.1849081435357
NCN30,OUT049,1557.2484424811555
FDN24,OUT049,953.0395178875333
NCL41,OUT027,2013.892010062802
FDR02,OUT019,-181.5293045504368
FDD09,OUT010,1054.6028475612839
FDS33,OUT010,-410.1473524537723
FDU22,OUT045,1828.6634770526725
FDI53,OUT013,2632.2794295243366
DRH01,OUT049,2769.850481375339
FDX32,OUT013,2415.638409940002
NCP30,OUT018,337.44984231865965
FDB60,OUT045,3077.576049938987
FDB14,OUT049,1598.131192644374
NCP02,OUT035,1046.8652320146793
FDJ10,OUT017,2423.5814382050303
FDG34,OUT046,1899.7047961316712
NCB18,OUT017,1516.412246354943
FDM16,OUT049,1303.0782660950354
FDW25,OUT018,1097.3414457469771
FDB35,OUT010,-375.86537975900865
DRN11,OUT013,2312.757455348037
FDF41,OUT019,1955.5205736702774
FDH16,OUT045,1326.4235432768473
NCQ50,OUT018,3035.0412170413765
DRH23,OUT018,624.2296581697155
DRJ37,OUT013,2396.7902308859193
DRJ24,OUT027,4307.556881282799
FDY16,OUT035,3010.983701941441
FDQ27,OUT045,1715.3726493857976
FDZ33,OUT045,2283.14835269819
FDF29,OUT045,2047.919955170757
FDA08,OUT049,2772.7870161006576
FDG31,OUT046,1168.914628092869
FDE34,OUT019,1057.1324735057278
NCR30,OUT027,2619.702490273281
FDV33,OUT035,4235.242725338772
DRZ24,OUT018,1595.4270114031387
NCL54,OUT035,2826.1209629896475
FDR12,OUT049,2894.324780741066
NCC54,OUT046,3869.445589199182
DRN59,OUT013,810.7508114982047
FDX50,OUT019,-187.27414477114507
FDV31,OUT027,4332.967911436863
NCA29,OUT027,4172.994281040184
FDW60,OUT049,2976.377606464215
FDX08,OUT017,3099.8023046674934
DRD49,OUT013,3695.7698756883183
FDD33,OUT046,3774.5711018077563
FDW35,OUT013,776.0438775970833
FDJ36,OUT017,1855.538433830996
FDV51,OUT035,2765.0169187408173
FDW36,OUT046,1810.9314121945208
FDH35,OUT046,2667.567193408322
NCS30,OUT027,3507.131707830282
FDN49,OUT017,802.7762011201266
FDL08,OUT018,3661.762715756937
FDI09,OUT013,4125.43137308782
FDP19,OUT018,1817.2919174530543
FDU21,OUT010,-1282.937813545781
NCP41,OUT045,1656.7055701115314
FDY10,OUT013,1822.8118983895547
FDP12,OUT018,415.7218846196047
NCN26,OUT049,1904.0692597144225
FDK44,OUT013,2791.6783664602262
FDC28,OUT049,1790.2448002987658
FDJ41,OUT027,5577.200951809078
NCT29,OUT035,2077.5823181225132
NCH42,OUT019,1686.9541083517688
FDU60,OUT018,2428.1006530841987
FDS02,OUT045,2986.3118750616413
FDC51,OUT046,2057.7157143336517
FDU03,OUT013,2987.357039902985
FDX39,OUT045,3353.8752043898567
NCY05,OUT010,-1267.1617970716034
NCL06,OUT027,5522.893135624196
FDD32,OUT035,1514.4353865918674
NCN41,OUT045,1884.0619151727733
NCX53,OUT049,2307.8892273761157
FDU57,OUT019,514.3952771790209
FDQ23,OUT046,1778.241876730608
FDQ52,OUT045,3805.4641908127087
FDC14,OUT045,662.5116083447065
FDY09,OUT035,2899.8507615381823
FDQ28,OUT045,2434.2596069523424
FDV25,OUT046,3534.9653934421367
FDJ07,OUT035,2008.3904724713939
DRB25,OUT049,1701.6710568683193
FDK52,OUT019,1617.899998369845
FDY52,OUT027,2459.9394493609434
FDB28,OUT046,3163.820957155229
FDT36,OUT035,734.449686548789
FDV25,OUT017,3675.136007947949
NCN07,OUT027,3481.58210163466
FDC57,OUT017,3298.019231531638
FDQ03,OUT018,3514.5217963586474
FDU23,OUT017,2818.265437999682
NCX41,OUT035,3460.679558651711
NCD06,OUT035,844.490363220044
FDW08,OUT045,1633.871074338007
NCU29,OUT017,2413.876711564939
NCE06,OUT013,2579.1806899747753
FDV52,OUT010,-20.933505788532784
FDB02,OUT017,3012.8176479153626
NCR18,OUT045,621.1819874090288
FDK16,OUT049,1569.1797520191758
NCQ29,OUT010,2182.1315304032905
FDZ01,OUT019,-165.5108525079413
FDW27,OUT035,2673.600798162821
FDD17,OUT018,3451.0979305571236
FDW39,OUT013,2934.1291013186856
DRH59,OUT045,1118.9660620267823
FDS52,OUT013,1657.6227241546876
FDU40,OUT027,4513.696339909628
NCF54,OUT013,2755.9845825429366
FDH46,OUT045,1643.8780473678635
NCP14,OUT049,1699.5026628386404
FDH50,OUT049,3063.54890165056
DRF15,OUT010,504.4633042085625
FDV27,OUT027,2941.2664902417746
NCJ06,OUT049,1944.3451544542477
FDN02,OUT018,2954.6387550827058
FDQ51,OUT049,902.5287474352372
FDQ07,OUT017,3762.8524945484533
FDS45,OUT049,1647.660415118531
NCJ06,OUT045,1828.4788560722664
FDD36,OUT035,2015.4125814990693
FDY25,OUT045,2838.2905329913337
FDU52,OUT046,2511.1346976242057
DRK47,OUT017,3686.9831125343626
NCL30,OUT017,2151.308112628496
FDN22,OUT035,4092.6503924324643
